DATE,CONTRACT_ID,START_TIME,EXPIRATION_TIME,TYPE,INSTRUMENT_TYPE,AMOUNT,INSTRUMENT,STRIKE_PRICE,STRIKE,PAY_OUT,CONDITION_PRICE,CONDITION_PAY_OUT,EXPIRATION_PRICE,TOUCH_PRICE,EXPIRATION,PRIMARY_PERCENT,SECONDARY_PERCENT,STATE,PARENT_BI_ORDER_ID,CHAIN_TYPE,CHAIN_LENGTH,PAGE
23.10.2017,1172961400010000,14:00:03,14:03:03,PUT,Up/Down,1,EUR/USD,1.17484,,90%,,,1.17497,,1.17497,,,EXPIRED,,,,1/1
23.10.2017,1172961359010000,13:59:03,14:02:03,PUT,Up/Down,1,EUR/USD,1.17478,,90%,,,1.17496,,1.17496,,,EXPIRED,,,,1/1
23.10.2017,1172961358010000,13:58:03,14:01:03,PUT,Up/Down,1,EUR/USD,1.17494,,90%,,,1.17493,,1.17493,,,EXPIRED,,,,1/1
23.10.2017,1172961357010000,13:57:03,14:00:03,PUT,Up/Down,1,EUR/USD,1.17488,,90%,,,1.17486,,1.17486,,,EXPIRED,,,,1/1
23.10.2017,1172961356030000,13:56:05,13:59:05,PUT,Up/Down,1,EUR/USD,1.17472,,90%,,,1.17479,,1.17479,,,EXPIRED,,,,1/1
23.10.2017,1172961347010000,13:47:03,13:50:03,PUT,Up/Down,1,EUR/USD,1.17455,,90%,,,1.17467,,1.17467,,,EXPIRED,,,,1/1
23.10.2017,1172961227020000,12:27:04,12:30:04,PUT,Up/Down,1,EUR/USD,1.1738,,90%,,,1.17388,,1.17388,,,EXPIRED,,,,1/1
23.10.2017,1172961203010000,12:03:03,12:06:03,PUT,Up/Down,1,EUR/USD,1.17395,,90%,,,1.17401,,1.17401,,,EXPIRED,,,,1/1
23.10.2017,1172961202010000,12:02:03,12:05:03,PUT,Up/Down,1,EUR/USD,1.17395,,90%,,,1.1741,,1.1741,,,EXPIRED,,,,1/1
23.10.2017,1172961200010000,12:00:03,12:03:03,PUT,Up/Down,1,EUR/USD,1.17382,,90%,,,1.17397,,1.17397,,,EXPIRED,,,,1/1
23.10.2017,1172961158010000,11:58:03,12:01:03,PUT,Up/Down,1,EUR/USD,1.17392,,90%,,,1.17396,,1.17396,,,EXPIRED,,,,1/1
23.10.2017,1172961015010002,10:15:03,10:18:03,PUT,Up/Down,1,EUR/USD,1.17404,,90%,,,1.17398,,1.17398,,,EXPIRED,,,,1/1
23.10.2017,1172961014010000,10:14:03,10:17:03,PUT,Up/Down,1,EUR/USD,1.17429,,90%,,,1.17405,,1.17405,,,EXPIRED,,,,1/1
23.10.2017,1172961012010000,10:12:03,10:15:03,PUT,Up/Down,1,EUR/USD,1.17427,,90%,,,1.17408,,1.17408,,,EXPIRED,,,,1/1
23.10.2017,1172961005010000,10:05:03,10:08:03,PUT,Up/Down,1,EUR/USD,1.17401,,90%,,,1.17413,,1.17413,,,EXPIRED,,,,1/1
23.10.2017,1172961004010000,10:04:03,10:07:03,PUT,Up/Down,1,EUR/USD,1.174,,90%,,,1.17404,,1.17404,,,EXPIRED,,,,1/1
23.10.2017,1172961003010000,10:03:03,10:06:03,PUT,Up/Down,1,EUR/USD,1.17407,,90%,,,1.17414,,1.17414,,,EXPIRED,,,,1/1
23.10.2017,1172961002010000,10:02:03,10:05:03,PUT,Up/Down,1,EUR/USD,1.17401,,90%,,,1.17403,,1.17403,,,EXPIRED,,,,1/1
23.10.2017,1172961001010000,10:01:03,10:04:03,PUT,Up/Down,1,EUR/USD,1.17387,,90%,,,1.17403,,1.17403,,,EXPIRED,,,,1/1
23.10.2017,1172961000010001,10:00:03,10:03:03,PUT,Up/Down,1,EUR/USD,1.17354,,90%,,,1.17406,,1.17406,,,EXPIRED,,,,1/1
23.10.2017,1172960959010000,09:59:03,10:02:03,PUT,Up/Down,1,EUR/USD,1.17392,,90%,,,1.17403,,1.17403,,,EXPIRED,,,,1/1
23.10.2017,1172960958010000,09:58:03,10:01:03,PUT,Up/Down,1,EUR/USD,1.17407,,90%,,,1.1739,,1.1739,,,EXPIRED,,,,1/1
23.10.2017,1172960854010000,08:54:03,09:39:03,PUT,Up/Down,100,EUR/USD,1.17457,,90%,,,1.17449,,1.17449,,,EXPIRED,,,,1/1
23.10.2017,1172960844020000,08:44:04,09:29:04,PUT,Up/Down,100,EUR/USD,1.17452,,90%,,,1.17487,,1.17487,,,EXPIRED,,,,1/1
23.10.2017,1172960843010000,08:43:03,09:28:03,PUT,Up/Down,100,EUR/USD,1.17426,,90%,,,1.17488,,1.17488,,,EXPIRED,,,,1/1
23.10.2017,1172960842010000,08:42:03,09:27:03,PUT,Up/Down,100,EUR/USD,1.17425,,90%,,,1.17515,,1.17515,,,EXPIRED,,,,1/1
23.10.2017,1172960841020000,08:41:04,09:26:04,PUT,Up/Down,100,EUR/USD,1.17412,,90%,,,1.17514,,1.17514,,,EXPIRED,,,,1/1
